age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
66,22,6,9,0,42,0,0,0,7,0,55,0, <=50K
41,22,30,10,0,36,0,20,0,0,0,45,0, <=50K
26,22,0,13,0,0,0,0,0,0,0,40,0, <=50K
47,22,42,11,0,24,0,0,0,0,0,40,0, <=50K
55,44,72,6,14,0,16,0,0,0,0,40,0, <=50K
53,22,6,9,14,42,16,0,0,0,0,40,0, <=50K
17,22,66,3,0,24,80,0,0,0,0,48,10, <=50K
30,22,6,9,0,36,80,0,0,0,0,40,0, <=50K
49,22,18,14,0,18,0,0,0,0,0,60,0, <=50K
19,22,6,9,0,30,64,20,0,0,0,30,44, <=50K
45,22,6,9,14,24,16,20,0,0,0,40,0, <=50K
26,22,36,12,0,30,0,0,0,0,0,40,0, <=50K
38,22,42,11,14,36,16,0,0,8,0,40,0, >50K
36,0,6,9,14,72,16,0,0,8,0,40,0, >50K
33,22,6,9,0,48,0,0,0,0,0,20,0, <=50K
22,0,30,10,0,72,48,20,50,0,0,40,0, <=50K
43,11,0,13,0,30,0,0,0,0,0,42,0, <=50K
67,55,12,7,14,66,16,0,0,0,0,8,0, <=50K
30,55,42,11,28,66,64,0,50,0,0,40,0, <=50K
56,22,36,12,42,24,0,0,0,0,0,25,24, <=50K
31,22,0,13,0,18,48,0,0,0,0,25,0, <=50K
33,22,0,13,14,6,16,0,0,0,0,40,0, >50K
26,22,6,9,14,24,16,0,0,0,0,40,0, <=50K
33,22,0,13,14,6,16,0,0,0,0,40,0, >50K
46,44,12,7,14,42,16,0,0,0,0,30,0, <=50K
59,55,0,13,14,66,16,0,0,0,0,40,0, >50K
38,33,6,9,14,0,16,0,0,0,0,40,0, >50K
65,22,12,7,84,24,64,80,0,0,0,40,0, <=50K
40,22,42,11,14,60,16,0,0,0,0,40,0, >50K
42,22,6,9,14,0,32,0,50,0,0,35,0, <=50K
26,11,24,5,14,36,16,0,0,0,0,40,46, <=50K
36,22,72,6,14,24,32,0,50,0,0,24,0, <=50K
62,22,18,14,14,18,16,0,0,0,0,40,0, >50K
43,22,0,13,14,42,16,0,0,0,0,45,0, <=50K
43,22,0,13,28,6,0,0,0,0,7,45,0, >50K
22,22,6,9,42,30,0,0,0,0,0,55,0, <=50K
28,22,6,9,14,36,16,0,0,0,0,40,0, <=50K
56,11,30,10,14,30,16,0,0,0,0,45,0, <=50K
22,22,36,12,0,30,0,0,50,0,0,15,0, <=50K
57,22,0,13,28,6,0,0,50,0,0,45,0, >50K
39,22,6,9,28,30,64,0,50,0,0,40,0, <=50K
26,33,30,10,0,0,64,0,50,0,0,15,0, <=50K
17,22,12,7,0,24,48,0,0,0,0,10,0, <=50K
40,0,42,11,14,54,16,0,0,0,0,38,0, >50K
45,22,6,9,14,54,16,20,0,0,0,40,0, <=50K
44,22,6,9,0,36,0,20,0,0,0,40,0, <=50K
20,44,30,10,0,0,48,0,50,0,0,10,0, <=50K
33,22,6,9,14,36,32,0,50,0,0,40,0, <=50K
23,22,30,10,0,30,0,0,0,0,0,40,0, <=50K
46,11,18,14,28,6,0,0,0,0,0,30,0, <=50K
38,22,6,9,14,30,16,0,0,0,0,50,0, <=50K
54,22,6,9,28,42,0,0,0,0,0,40,0, <=50K
46,22,66,3,28,36,0,0,50,0,7,45,0, <=50K
25,22,30,10,14,36,16,0,0,0,0,40,0, <=50K
46,22,30,10,28,30,0,0,50,0,0,40,0, <=50K
36,44,30,10,14,42,32,0,50,0,0,40,0, <=50K
23,22,6,9,0,24,0,0,50,0,0,25,0, <=50K
29,22,6,9,56,54,0,0,0,0,0,40,0, <=50K
44,22,30,10,14,0,32,0,50,0,7,6,0, >50K
19,22,30,10,0,0,48,0,50,0,0,16,0, <=50K
19,22,6,9,0,24,80,0,50,0,0,40,0, <=50K
35,22,6,9,14,24,32,0,50,0,0,40,0, >50K
27,22,0,13,0,36,0,0,0,0,0,50,0, <=50K
46,11,36,12,56,36,0,0,0,0,0,40,0, <=50K
34,0,0,13,14,6,16,0,0,8,0,45,8, >50K
34,22,6,9,0,24,0,0,50,0,0,35,0, <=50K
44,22,30,10,14,60,16,0,0,0,0,40,0, <=50K
45,22,30,10,28,12,64,0,50,0,0,40,0, <=50K
20,55,6,9,0,66,80,0,50,0,0,35,0, <=50K
25,22,0,13,14,6,16,0,0,0,0,55,0, >50K
52,66,0,13,14,6,16,0,0,0,0,50,0, >50K
20,22,30,10,0,12,48,0,0,0,0,40,0, <=50K
28,22,30,10,0,24,0,0,50,0,0,40,0, <=50K
50,0,0,13,14,72,16,0,0,0,0,40,0, >50K
34,22,42,11,28,60,0,0,50,0,0,64,0, <=50K
28,22,48,4,14,12,16,80,0,0,7,40,14, <=50K
41,22,18,14,14,6,16,0,0,0,7,65,0, >50K
28,22,6,9,14,0,16,0,0,0,0,40,0, <=50K
46,11,6,9,14,36,16,0,0,0,0,25,0, <=50K
28,55,30,10,14,66,32,0,50,0,7,40,0, >50K
32,22,30,10,14,6,16,0,0,0,0,50,0, <=50K
41,44,30,10,28,24,0,20,50,0,0,24,0, <=50K
24,22,6,9,0,12,64,20,50,0,0,40,0, <=50K
33,22,30,10,28,6,64,0,50,0,0,40,0, <=50K
46,22,54,16,14,6,16,0,0,9,0,60,0, >50K
31,0,30,10,14,54,16,0,0,0,0,40,0, <=50K
35,22,90,8,28,36,0,0,0,0,0,50,0, >50K
52,22,78,2,14,54,16,0,0,0,0,40,10, <=50K
30,22,12,7,0,24,48,0,50,0,0,19,0, <=50K
34,44,12,7,56,54,0,20,0,0,0,40,0, <=50K
34,0,6,9,28,42,64,0,50,0,0,40,0, <=50K
20,22,30,10,14,30,16,0,0,0,0,30,0, <=50K
17,22,12,7,0,12,48,0,0,7,0,18,0, <=50K
32,0,0,13,14,6,32,0,50,0,0,40,0, >50K
29,22,6,9,28,48,0,0,0,0,0,40,0, <=50K
33,22,72,6,0,36,64,0,50,0,0,35,0, <=50K
25,22,6,9,14,42,16,0,0,0,0,60,0, <=50K
36,33,18,14,0,18,0,0,0,0,7,40,0, <=50K
23,22,6,9,0,12,0,0,0,0,0,72,48, <=50K
63,66,6,9,14,6,16,0,0,0,0,40,0, >50K
47,44,18,14,14,18,16,0,0,0,0,40,0, <=50K
80,55,6,9,84,66,0,0,0,0,0,24,0, <=50K
17,55,12,7,0,66,48,0,0,0,0,40,0, <=50K
40,11,0,13,42,18,0,0,50,7,0,40,0, <=50K
30,22,36,12,14,24,32,0,50,0,0,25,0, >50K
27,22,30,10,0,36,48,40,0,0,7,40,26, <=50K
33,22,18,14,14,18,16,0,0,0,0,50,0, >50K
34,44,6,9,0,48,0,20,0,6,0,60,0, <=50K
34,44,30,10,0,72,0,0,50,0,0,40,0, <=50K
23,22,30,10,14,0,16,0,0,0,0,40,0, <=50K
42,44,30,10,14,0,32,0,50,0,0,40,0, <=50K
29,22,0,13,0,18,0,0,0,0,0,40,0, <=50K
45,22,6,9,28,0,0,0,50,0,0,28,0, <=50K
24,33,6,9,0,78,48,0,0,0,0,40,0, <=50K
44,22,30,10,14,18,16,0,0,0,0,40,0, >50K
27,22,24,5,0,36,80,0,0,0,0,40,10, <=50K
20,22,30,10,0,30,0,0,0,0,0,35,0, <=50K
44,22,6,9,84,6,64,20,50,0,0,40,0, <=50K
51,22,6,9,14,36,16,60,0,0,0,40,0, <=50K
20,22,6,9,14,54,16,0,0,0,0,40,0, <=50K
17,55,12,7,0,66,48,0,50,0,0,5,0, <=50K
19,22,6,9,0,54,48,20,50,0,0,40,0, <=50K
45,66,30,10,14,36,16,0,0,0,0,55,0, >50K
60,22,6,9,14,36,16,0,0,0,0,40,0, >50K
42,22,36,12,14,6,16,20,0,0,0,40,8, >50K
44,11,6,9,14,30,32,0,50,0,0,40,0, >50K
40,22,42,11,14,54,16,40,0,0,0,40,0, >50K
30,22,6,9,14,6,32,0,50,0,0,40,0, <=50K
38,22,30,10,14,42,16,20,0,0,0,50,0, <=50K
23,22,6,9,14,42,16,0,0,0,0,60,0, <=50K
32,55,30,10,14,66,16,0,0,0,0,40,0, <=50K
44,22,36,12,0,48,48,0,0,0,0,40,0, <=50K
54,44,6,9,14,42,16,20,0,0,0,40,0, <=50K
32,22,0,13,14,18,16,0,0,0,0,50,0, <=50K
50,22,78,2,42,36,64,0,0,0,0,40,0, <=50K
24,22,0,13,0,60,0,0,50,0,0,20,0, <=50K
37,22,6,9,14,0,32,0,50,0,0,60,0, <=50K
52,22,6,9,28,42,64,0,0,0,0,40,0, <=50K
38,22,30,10,14,42,16,0,0,0,0,40,0, <=50K
49,22,18,14,14,6,16,0,0,0,7,45,0, >50K
30,22,0,13,14,60,32,0,50,0,0,16,0, >50K
60,22,30,10,0,18,64,0,0,0,0,40,0, >50K
22,55,30,10,0,66,48,0,0,0,0,40,0, <=50K
35,22,6,9,0,36,0,0,0,0,0,40,0, <=50K
30,22,6,9,0,42,0,0,0,0,0,60,0, <=50K
67,22,42,11,28,24,0,0,50,0,0,24,0, <=50K
46,22,0,13,0,36,0,0,50,0,0,40,0, <=50K
17,22,24,5,0,24,0,0,0,0,0,6,0, <=50K
22,22,30,10,0,12,48,0,0,0,0,30,0, <=50K
27,22,72,6,0,24,0,0,0,0,0,40,0, <=50K
23,22,6,9,0,24,64,0,50,0,0,35,0, <=50K
33,22,36,12,14,36,16,0,0,0,0,45,46, <=50K
43,11,30,10,14,36,16,0,0,0,0,20,0, <=50K
28,0,0,13,0,18,0,0,0,0,0,20,0, <=50K
41,22,6,9,42,36,64,0,50,0,0,40,0, <=50K
52,55,90,8,0,66,80,20,0,6,0,40,0, <=50K
25,22,30,10,42,0,48,20,50,0,0,20,0, <=50K
63,55,78,2,14,66,16,0,0,0,0,35,0, <=50K
59,44,6,9,14,42,16,0,0,0,0,45,0, <=50K
45,44,0,13,28,18,64,0,50,0,0,40,0, <=50K
38,22,0,13,14,30,16,0,0,9,0,60,0, >50K
40,22,6,9,0,24,0,0,50,0,0,35,0, <=50K
46,33,6,9,28,0,0,0,0,0,0,40,0, <=50K
35,22,36,12,0,6,0,0,50,0,0,60,0, <=50K
34,22,6,9,28,18,64,0,50,0,0,25,0, <=50K
33,22,0,13,0,36,48,0,0,0,0,20,0, <=50K
41,22,6,9,28,0,64,0,50,0,0,36,0, <=50K
20,22,30,10,0,54,48,0,0,0,0,40,0, <=50K
23,22,66,3,0,24,48,0,0,0,0,40,50, <=50K
26,22,30,10,0,18,0,0,50,0,0,35,0, <=50K
72,55,6,9,14,66,16,0,0,0,0,20,0, <=50K
23,44,6,9,0,48,0,0,0,0,0,40,30, <=50K
62,44,6,9,14,42,16,0,0,0,0,40,0, <=50K
52,22,30,10,14,0,16,0,0,0,0,40,0, <=50K
58,22,30,10,28,24,64,0,50,0,0,42,52, <=50K
25,22,0,13,0,30,0,0,50,0,0,40,0, <=50K
24,22,0,13,0,6,0,20,0,0,0,40,0, <=50K
19,22,30,10,0,72,48,0,0,0,0,8,0, <=50K
43,22,30,10,14,6,16,0,0,0,0,40,0, <=50K
47,44,6,9,56,0,64,20,50,0,0,40,0, <=50K
39,22,6,9,28,24,64,0,50,0,0,40,0, <=50K
49,22,42,11,42,12,64,0,0,0,7,42,0, <=50K
53,55,66,3,84,66,64,20,50,0,0,30,0, <=50K
32,22,42,11,0,36,0,0,0,0,0,45,0, <=50K
34,22,30,10,14,18,16,0,0,0,0,50,0, >50K
28,22,6,9,28,36,0,0,0,0,0,45,0, <=50K
57,55,42,11,84,66,64,0,50,0,0,38,0, <=50K
25,22,30,10,0,0,0,60,50,0,0,20,0, <=50K
20,55,30,10,0,66,48,0,0,0,0,24,0, <=50K
21,55,30,10,0,66,64,0,50,0,0,35,0, <=50K
34,22,0,13,14,18,16,0,0,0,0,50,0, >50K
38,66,0,13,14,6,16,0,0,9,0,80,0, >50K
50,22,6,9,14,6,16,0,0,8,0,50,0, >50K
24,44,30,10,28,12,0,20,0,0,0,50,0, <=50K
37,44,30,10,14,60,16,0,0,0,0,45,0, >50K
44,22,30,10,28,54,64,0,0,0,0,58,0, >50K
28,22,30,10,14,30,32,0,50,0,0,40,0, <=50K
42,22,0,13,14,6,16,0,0,0,0,40,0, >50K
74,22,30,10,28,0,0,0,50,0,0,9,0, <=50K
38,11,6,9,14,36,16,0,0,0,0,50,0, <=50K
44,11,18,14,14,18,16,0,0,0,0,40,0, <=50K
44,22,12,7,28,54,64,80,50,0,0,46,14, <=50K
26,22,6,9,0,54,0,0,0,0,0,40,0, <=50K
36,22,6,9,14,24,16,20,0,0,0,40,0, <=50K
41,22,36,12,14,6,32,0,50,0,0,50,0, >50K
67,22,60,15,14,18,16,0,0,9,0,48,0, >50K
39,44,90,8,14,60,16,0,0,0,0,50,0, <=50K
57,22,78,2,84,84,0,20,50,0,0,30,0, <=50K
29,22,42,11,56,36,0,0,0,0,0,40,0, <=50K
31,66,0,13,0,48,0,0,50,0,0,45,0, <=50K
34,55,6,9,0,66,64,20,50,0,0,40,0, <=50K
44,22,30,10,14,42,16,0,0,0,0,40,0, <=50K
29,22,54,16,0,18,48,0,0,0,0,40,0, <=50K
30,22,30,10,0,12,64,0,50,0,0,40,0, <=50K
27,22,6,9,0,42,0,0,0,0,0,40,0, <=50K
27,22,30,10,14,30,16,0,0,0,0,50,0, <=50K
32,22,6,9,0,12,0,0,50,0,0,45,0, <=50K
58,22,72,6,14,24,32,0,50,0,0,8,0, <=50K
35,44,30,10,14,72,16,0,0,0,0,40,0, <=50K
21,22,6,9,0,12,48,0,0,0,0,36,0, <=50K
28,22,30,10,0,36,64,0,0,0,0,40,0, <=50K
46,11,30,10,28,6,0,0,0,0,0,50,0, <=50K
36,11,6,9,56,24,64,0,50,0,0,40,0, <=50K
72,22,12,7,84,0,64,0,50,0,0,40,0, <=50K
35,22,6,9,14,54,32,20,50,0,0,40,0, <=50K
33,33,42,11,28,36,64,20,50,0,0,40,0, >50K
69,22,12,7,0,54,0,0,50,0,0,40,0, <=50K
35,22,6,9,14,54,16,0,0,0,0,40,0, <=50K
31,22,6,9,56,0,64,0,50,0,0,20,8, <=50K
34,22,6,9,14,60,32,0,50,0,0,32,0, <=50K
30,22,12,7,14,24,16,0,0,0,0,40,10, <=50K
28,22,0,13,0,42,0,0,0,0,0,55,0, <=50K
54,22,0,13,14,30,16,0,0,0,0,35,0, >50K
47,22,30,10,14,18,16,0,0,0,0,50,0, >50K
24,22,6,9,0,12,64,20,50,0,0,40,0, <=50K
52,11,0,13,14,18,16,0,0,0,0,60,0, >50K
20,22,6,9,0,12,48,60,0,0,0,48,0, <=50K
43,66,18,14,14,6,16,0,0,8,0,45,0, <=50K
45,22,48,4,56,24,64,0,50,0,0,40,10, <=50K
29,11,6,9,56,36,0,0,0,0,0,35,0, <=50K
47,22,18,14,28,6,64,0,0,0,0,42,0, <=50K
24,22,6,9,0,36,48,0,0,0,0,40,0, <=50K
51,22,6,9,14,18,16,0,0,0,0,40,0, <=50K
17,22,12,7,0,30,48,0,0,0,0,12,0, <=50K
37,22,42,11,14,36,16,0,0,0,7,40,0, >50K
27,22,54,16,0,18,0,0,50,0,0,70,0, <=50K
29,22,0,13,14,6,32,0,0,0,0,40,0, >50K
18,55,90,8,0,66,48,0,0,0,0,25,0, <=50K
36,11,36,12,28,30,64,0,50,0,0,35,0, <=50K
58,44,0,13,0,18,0,0,50,0,0,40,0, <=50K
26,11,30,10,14,36,16,0,0,0,0,45,0, <=50K
65,55,30,10,14,66,16,0,0,0,0,30,0, >50K
57,22,6,9,14,30,16,0,0,0,0,40,0, >50K
59,22,6,9,14,36,16,0,0,0,0,40,0, <=50K
27,22,6,9,14,54,16,0,0,0,0,40,0, <=50K
31,11,0,13,0,60,0,0,0,0,0,40,0, <=50K
21,22,30,10,0,30,48,0,50,0,0,24,0, <=50K
29,22,30,10,0,0,0,0,0,0,0,60,0, <=50K
18,22,12,7,0,24,48,0,0,0,0,40,0, <=50K
52,22,72,6,14,36,16,0,0,0,7,47,0, >50K
57,66,0,13,28,18,0,0,0,0,0,80,0, <=50K
42,55,6,9,14,66,16,0,0,0,0,40,0, <=50K
55,55,6,9,14,66,32,40,50,0,0,40,0, <=50K
60,22,48,4,0,42,0,0,0,0,0,48,0, >50K
31,22,0,13,14,18,16,0,0,8,0,40,20, >50K
23,22,0,13,0,0,48,0,50,0,0,40,0, <=50K
27,22,6,9,0,30,48,0,0,0,0,40,0, <=50K
23,55,30,10,0,66,64,60,50,0,0,25,0, <=50K
42,11,60,15,14,18,16,0,0,0,7,50,0, >50K
25,22,30,10,0,60,0,0,0,7,0,40,0, <=50K
49,22,0,13,0,18,0,0,50,0,0,45,0, <=50K
32,22,0,13,0,60,0,0,0,0,0,40,0, <=50K
19,22,30,10,0,0,48,0,0,0,0,28,0, <=50K
60,22,48,4,28,24,0,0,50,0,0,40,0, <=50K
42,44,24,5,14,24,16,0,0,0,0,40,0, <=50K
35,11,36,12,0,48,0,0,0,0,0,40,0, <=50K
48,22,6,9,0,0,64,20,50,0,0,37,0, <=50K
51,22,18,14,14,36,16,0,0,0,0,40,0, >50K
29,22,6,9,0,36,0,60,0,0,0,40,0, <=50K
36,44,6,9,56,6,0,20,0,0,0,40,0, <=50K
17,22,72,6,0,24,48,0,50,0,0,21,0, <=50K
52,22,18,14,28,18,0,0,50,8,0,60,0, <=50K
24,22,6,9,0,36,0,0,0,0,0,40,0, <=50K
24,22,6,9,14,12,16,0,0,0,0,50,0, <=50K
26,44,0,13,0,18,48,0,0,6,0,40,0, <=50K
27,22,0,13,0,24,48,0,50,0,0,20,0, <=50K
39,22,6,9,0,12,48,0,0,0,0,60,0, <=50K
30,22,6,9,14,42,16,20,0,0,0,45,0, <=50K
50,11,6,9,14,6,16,0,0,0,0,32,0, <=50K
52,66,0,13,14,30,16,0,0,0,0,55,0, <=50K
46,22,60,15,14,18,16,0,0,9,0,45,0, >50K
23,22,0,13,0,30,48,0,50,0,0,20,0, <=50K
45,22,12,7,84,24,0,20,50,0,0,20,0, <=50K
65,22,24,5,84,84,64,20,50,0,0,24,0, <=50K
29,22,42,11,14,42,16,0,0,0,0,55,0, <=50K
47,22,24,5,42,12,64,0,0,0,0,40,50, <=50K
30,22,6,9,0,48,48,20,0,0,0,60,0, <=50K
34,22,6,9,14,30,16,0,0,0,0,45,0, >50K
38,11,6,9,14,30,16,0,0,0,0,64,0, <=50K
33,22,30,10,14,6,16,0,0,0,0,40,0, >50K
49,22,0,13,14,30,16,0,0,0,0,26,0, >50K
47,11,30,10,0,24,64,20,50,0,0,40,0, <=50K
49,44,72,6,56,24,64,20,50,0,0,40,0, <=50K
43,22,30,10,14,36,16,0,0,9,0,60,0, >50K
30,22,0,13,14,0,32,20,50,0,0,40,0, >50K
58,11,6,9,14,36,16,0,0,0,0,60,0, <=50K
19,22,6,9,0,24,48,0,50,0,0,14,0, <=50K
21,22,0,13,0,12,0,0,0,0,0,40,0, <=50K
33,22,0,13,14,6,16,0,0,9,0,60,0, >50K
47,66,66,3,14,42,16,0,0,0,0,50,2, <=50K
52,11,54,16,14,18,16,0,0,0,0,60,0, >50K
26,22,6,9,28,36,0,0,0,0,0,55,0, <=50K
60,22,6,9,14,36,16,0,0,0,0,40,0, <=50K
21,22,30,10,0,12,48,0,0,0,0,40,0, <=50K
36,22,30,10,14,30,16,0,0,8,0,50,0, >50K
31,22,30,10,14,36,16,0,0,0,0,45,0, <=50K
50,66,54,16,56,18,0,0,0,0,0,40,0, >50K
31,44,6,9,28,0,64,0,50,0,0,40,0, <=50K
71,22,6,9,14,36,16,0,0,0,0,15,0, <=50K
58,55,6,9,14,66,16,0,0,0,0,50,0, <=50K
30,0,0,13,14,60,16,0,0,0,0,40,0, >50K
20,22,30,10,0,24,48,0,0,0,0,20,0, <=50K
24,22,6,9,0,6,80,0,0,8,0,50,0, <=50K
35,22,54,16,14,18,16,40,0,0,0,40,42, >50K
38,0,30,10,56,6,0,0,50,0,0,45,0, <=50K
27,22,6,9,0,54,48,0,50,0,0,32,0, <=50K
29,0,30,10,0,0,64,40,50,0,0,40,26, <=50K
70,55,24,5,84,66,64,0,50,7,0,15,0, <=50K
34,22,6,9,14,36,16,0,0,0,0,45,0, <=50K
44,22,48,4,14,36,16,0,0,0,0,35,0, <=50K
43,22,6,9,14,54,16,0,0,0,0,40,0, >50K
44,11,90,8,14,12,16,20,0,0,0,40,0, >50K
35,22,18,14,0,30,0,0,0,0,0,60,0, <=50K
27,22,30,10,0,18,0,0,0,0,0,40,0, <=50K
43,44,18,14,0,18,0,0,0,0,0,38,0, <=50K
